file_name,file_path,x,y,width,height,label,area_ratio,aspect_ratio,detection_confidence,split,brightness_mean,brightness_std,brightness_ratio,gradient_mean,gradient_std
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,52.0,25.0,12.0,5.0,auto_cracks,0.01416015625,2.4,0.8838762633090789,train,20.31547737121582,26.67999267578125,,296.38165283203125,259.893798828125
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,46.0,35.0,5.0,3.0,auto_cracks,0.0029296875,1.6666666666666667,0.7814227259207353,train,45.52505874633789,71.02468872070312,,715.7376098632812,186.97872924804688
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,8.0,58.0,29.0,6.0,auto_cracks,0.0361328125,4.833333333333333,0.7574903222367488,train,33.2850456237793,67.32649993896484,,193.39947509765625,280.3860778808594
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,57.0,0.0,7.0,7.0,auto_eyes,0.005615234375,1.0,0.8788502629783707,train,116.3551025390625,69.92071533203125,,,
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,48.0,17.0,5.0,4.0,auto_eyes,0.00390625,1.25,0.6977180654808014,train,156.71090698242188,98.45369720458984,,,
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,7.0,22.0,3.0,2.0,auto_eyes,0.00146484375,1.5,0.6132521383327008,train,116.6709976196289,100.14942169189453,,,
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,21.0,22.0,3.0,2.0,auto_eyes,0.00146484375,1.5,0.6132521383327008,train,116.6709976196289,100.14942169189453,,,
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,1.0,38.0,4.0,2.0,auto_glow,0.001953125,2.0,0.602602532799155,train,222.10751342773438,6.888099670410156,1.5921730830695213,530.1754760742188,292.0602722167969
aggressive_panda.png,/workspace/MinecraftModTextureGenerator/toLearn/aggressive_panda.png,34.0,49.0,29.0,14.0,auto_glow,0.09033203125,2.0714285714285716,0.430041434382735,train,213.06588745117188,51.083221435546875,1.5273583756114197,137.91622924804688,269.5208740234375
bat.png,/workspace/MinecraftModTextureGenerator/toLearn/bat.png,1.0,13.0,12.0,2.0,auto_cracks,0.005859375,6.0,0.8514371588716889,train,51.26749801635742,17.51746368408203,,651.00927734375,71.27481079101562
bat.png,/workspace/MinecraftModTextureGenerator/toLearn/bat.png,24.0,0.0,8.0,5.0,auto_cracks,0.00927734375,1.6,0.8133927984251242,train,57.1980094909668,40.47114944458008,,360.98431396484375,292.9694519042969
bat.png,/workspace/MinecraftModTextureGenerator/toLearn/bat.png,23.0,1.0,10.0,5.0,auto_eyes,0.007080078125,2.0,0.8834319929374305,train,107.90168762207031,80.08822631835938,,,
bat.png,/workspace/MinecraftModTextureGenerator/toLearn/bat.png,0.0,0.0,7.0,7.0,auto_eyes,0.005615234375,1.0,0.872456012466231,train,169.49510192871094,71.23209381103516,,,
bat.png,/workspace/MinecraftModTextureGenerator/toLearn/bat.png,44.0,0.0,4.0,2.0,auto_eyes,0.001953125,2.0,0.8485257431257087,train,117.90607452392578,94.31607055664062,,,
bat.png,/workspace/MinecraftModTextureGenerator/toLearn/bat.png,30.0,17.0,4.0,8.0,auto_eyes,0.0048828125,0.5,0.7084748173534513,train,107.10958099365234,72.23098754882812,,,
bat.png,/workspace/MinecraftModTextureGenerator/toLearn/bat.png,42.0,1.0,12.0,16.0,auto_eyes,0.01708984375,0.75,0.6836251486215168,train,114.437255859375,74.7106704711914,,,
bee.png,/workspace/MinecraftModTextureGenerator/toLearn/bee.png,20.0,9.0,14.0,8.0,auto_cracks,0.019287109375,1.75,0.7483514482270783,train,86.84727478027344,65.85944366455078,,338.2244567871094,305.95770263671875
bee.png,/workspace/MinecraftModTextureGenerator/toLearn/bee.png,9.0,12.0,3.0,5.0,auto_cracks,0.003173828125,0.6,0.717209471675517,train,93.95365905761719,60.27995300292969,,541.1375122070312,160.28314208984375
bee.png,/workspace/MinecraftModTextureGenerator/toLearn/bee.png,15.0,12.0,3.0,5.0,auto_cracks,0.003173828125,0.6,0.717209471675517,train,93.95365905761719,60.27995300292969,,544.4954223632812,160.147705078125
bee.png,/workspace/MinecraftModTextureGenerator/toLearn/bee.png,28.0,0.0,3.0,2.0,auto_eyes,0.00146484375,1.5,0.8428990574102029,train,166.03855895996094,104.98595428466797,,,
bee.png,/workspace/MinecraftModTextureGenerator/toLearn/bee.png,8.0,12.0,5.0,6.0,auto_eyes,0.005615234375,0.8333333333333334,0.7844047077105265,train,147.2784881591797,71.82481384277344,,,
bee.png,/workspace/MinecraftModTextureGenerator/toLearn/bee.png,14.0,12.0,5.0,6.0,auto_eyes,0.005615234375,0.8333333333333334,0.7840022006557753,train,147.96026611328125,72.35042572021484,,,
bee.png,/workspace/MinecraftModTextureGenerator/toLearn/bee.png,20.0,0.0,15.0,18.0,auto_eyes,0.019287109375,0.8333333333333334,0.6971981702114227,train,144.7403106689453,91.87387084960938,,,
bee_angry.png,/workspace/MinecraftModTextureGenerator/toLearn/bee_angry.png,20.0,9.0,14.0,8.0,auto_cracks,0.019287109375,1.75,0.7485745649932529,train,86.86578369140625,65.902587890625,,338.5773010253906,306.3783264160156
bee_angry.png,/workspace/MinecraftModTextureGenerator/toLearn/bee_angry.png,28.0,0.0,3.0,2.0,auto_eyes,0.00146484375,1.5,0.8436417864004017,train,166.21131896972656,105.10812377929688,,,
bee_angry.png,/workspace/MinecraftModTextureGenerator/toLearn/bee_angry.png,8.0,14.0,4.0,4.0,auto_eyes,0.0029296875,1.0,0.7322764489112801,train,156.54461669921875,69.92151641845703,,,
bee_angry.png,/workspace/MinecraftModTextureGenerator/toLearn/bee_angry.png,15.0,14.0,4.0,4.0,auto_eyes,0.0029296875,1.0,0.7322764489112801,train,156.54461669921875,69.92151641845703,,,
